comparison,metric,fold_k,value_A,value_B,delta
recency     - rf S+T,p@100,39,0.02,0.04,-0.02
recency     - rf S+T,p@100,40,0.03,0.05,-0.020000000000000004
recency     - rf S+T,p@100,41,0.0,0.01,-0.01
recency     - rf S+T,p@100,42,0.03,0.04,-0.010000000000000002
recency     - rf S+T,p@100,43,0.0,0.0,0.0
recency     - rf S+T,p@100,44,0.03,0.02,0.009999999999999998
recency     - rf S+T,p@100,45,0.03,0.02,0.009999999999999998
recency     - rf S+T,p@100,46,0.0,0.0,0.0
recency     - rf S+T,p@100,47,0.0,0.0,0.0
recency     - rf S+T,p@100,48,0.04,0.07,-0.030000000000000006
recency     - rf S+T,p@100,49,0.0,0.0,0.0
recency     - lr S+T,roc_auc,25,0.9043435593559356,0.9634248424842484,-0.059081283128312845
recency     - lr S+T,roc_auc,26,0.9118457217624655,0.9089038344542508,0.0029418873082146524
recency     - lr S+T,roc_auc,27,0.9649676017089792,0.9597923326399928,0.0051752690689864655
recency     - lr S+T,roc_auc,28,0.926307279425247,0.921252521211515,0.005054758213732025
recency     - lr S+T,roc_auc,29,0.9562401671223097,0.9819202444828136,-0.025680077360503817
recency     - lr S+T,roc_auc,30,0.8829085893155377,0.9222667015262496,-0.03935811221071184
recency     - lr S+T,roc_auc,31,0.8606204929506008,0.9437954818480736,-0.08317498889747277
recency     - lr S+T,roc_auc,32,0.7433745843646091,0.8549913747843697,-0.11161679041976058
recency     - lr S+T,roc_auc,33,0.8284362624504981,0.8396035841433658,-0.011167321692867715
recency     - lr S+T,roc_auc,34,0.8387540860201858,0.8763659273987342,-0.03761184137854845
recency     - lr S+T,roc_auc,35,0.7730600654807244,0.9004599651428759,-0.12739989966215148
recency     - lr S+T,roc_auc,36,0.8383964467157373,0.8706058984718779,-0.03220945175614054
recency     - lr S+T,roc_auc,37,0.8397269931748294,0.9757423935598388,-0.13601540038500948
recency     - lr S+T,roc_auc,38,0.7759830491524576,0.825576778838942,-0.049593729686484345
recency     - lr S+T,roc_auc,39,0.9029597367789424,0.9774100678054244,-0.07445033102648202
recency     - lr S+T,roc_auc,40,0.9316622410681816,0.9801965188722614,-0.04853427780407982
recency     - lr S+T,roc_auc,41,0.9232595760206463,0.9665905664325534,-0.04333099041190702
recency     - lr S+T,roc_auc,42,0.9624447477899116,0.9356255372663886,0.026819210523522985
recency     - lr S+T,roc_auc,43,0.9213301044777368,0.9548438211390856,-0.033513716661348836
recency     - lr S+T,roc_auc,44,0.8535194724899251,0.9464107716810516,-0.09289129919112649
recency     - lr S+T,roc_auc,45,0.9137663603578745,0.9696317203018648,-0.055865359943990334
recency     - lr S+T,roc_auc,46,0.8858496414901073,0.9139834582277572,-0.02813381673764992
recency     - lr S+T,roc_auc,47,0.9603360736621728,0.9769155632009175,-0.016579489538744774
recency     - lr S+T,roc_auc,48,0.9563199993758328,0.9624836504418492,-0.006163651066016462
recency     - lr S+T,roc_auc,49,0.8884783403823467,0.92215261929661,-0.03367427891426322
recency     - lr S+T,pr_auc,25,0.0029065756055322235,0.0114001085117247,-0.008493532906192477
recency     - lr S+T,pr_auc,26,0.0012082204992742993,0.0017224653882364,-0.0005142448889621006
recency     - lr S+T,pr_auc,27,0.01604013771591762,0.0038536207120118,0.01218651700390582
recency     - lr S+T,pr_auc,28,0.004543081848770177,0.0135986439282462,-0.009055562079476023
recency     - lr S+T,pr_auc,29,0.0069574549145875395,0.0061915312098554,0.0007659237047321398
recency     - lr S+T,pr_auc,30,0.009122925325468626,0.012667287004229,-0.0035443616787603736
recency     - lr S+T,pr_auc,31,0.008075090375272362,0.0143216512477917,-0.006246560872519338
recency     - lr S+T,pr_auc,32,7.818199899030549e-05,0.0001171850302623,-3.900303127199451e-05
recency     - lr S+T,pr_auc,33,0.0001692252108637452,0.0001976859576173,-2.8460746753554807e-05
recency     - lr S+T,pr_auc,34,0.002972246375243987,0.0013038056724103,0.0016684407028336868
recency     - lr S+T,pr_auc,35,0.00017918576357142283,0.0003934281506431,-0.0002142423870716772
recency     - lr S+T,pr_auc,36,0.01682627233046147,0.0012018837326754,0.01562438859778607
recency     - lr S+T,pr_auc,37,0.007261883090622699,0.0009528842952545,0.006308998795368199
recency     - lr S+T,pr_auc,38,0.00023022725132160212,0.0005553407241106,-0.00032511347278899787
recency     - lr S+T,pr_auc,39,0.03996502488487718,0.0371676712719643,0.0027973536129128826
recency     - lr S+T,pr_auc,40,0.029131379618776182,0.0156721519677658,0.013459227651010382
recency     - lr S+T,pr_auc,41,0.0035620212054674858,0.0025892841917822,0.000972737013685286
recency     - lr S+T,pr_auc,42,0.027407746867018933,0.0022670789283617,0.025140667938657234
recency     - lr S+T,pr_auc,43,0.001096685441275205,0.0062190071956514,-0.005122321754376195
recency     - lr S+T,pr_auc,44,0.007027141440808873,0.0081195603927804,-0.0010924189519715272
recency     - lr S+T,pr_auc,45,0.06316119420688762,0.016963120433566,0.04619807377332162
recency     - lr S+T,pr_auc,46,0.002736443763732457,0.0025011984558269,0.00023524530790555677
recency     - lr S+T,pr_auc,47,0.001699561579541043,0.0031735258723729,-0.001473964292831857
recency     - lr S+T,pr_auc,48,0.026398309779495664,0.0126425527771382,0.013755757002357464
recency     - lr S+T,pr_auc,49,0.0013927681204835586,0.0021857648678505,-0.0007929967473669414
recency     - lr S+T,p@50,25,0.02,0.04,-0.02
recency     - lr S+T,p@50,26,0.0,0.0,0.0
recency     - lr S+T,p@50,27,0.02,0.0,0.02
recency     - lr S+T,p@50,28,0.0,0.02,-0.02
recency     - lr S+T,p@50,29,0.04,0.0,0.04
recency     - lr S+T,p@50,30,0.04,0.04,0.0
recency     - lr S+T,p@50,31,0.04,0.02,0.02
recency     - lr S+T,p@50,32,0.0,0.0,0.0
recency     - lr S+T,p@50,33,0.0,0.0,0.0
recency     - lr S+T,p@50,34,0.02,0.0,0.02
recency     - lr S+T,p@50,35,0.0,0.0,0.0
recency     - lr S+T,p@50,36,0.02,0.0,0.02
recency     - lr S+T,p@50,37,0.02,0.0,0.02
recency     - lr S+T,p@50,38,0.0,0.0,0.0
recency     - lr S+T,p@50,39,0.04,0.06,-0.019999999999999997
recency     - lr S+T,p@50,40,0.02,0.06,-0.039999999999999994
recency     - lr S+T,p@50,41,0.0,0.0,0.0
recency     - lr S+T,p@50,42,0.06,0.0,0.06
recency     - lr S+T,p@50,43,0.0,0.02,-0.02
recency     - lr S+T,p@50,44,0.02,0.02,0.0
recency     - lr S+T,p@50,45,0.04,0.04,0.0
recency     - lr S+T,p@50,46,0.0,0.0,0.0
recency     - lr S+T,p@50,47,0.0,0.0,0.0
recency     - lr S+T,p@50,48,0.06,0.02,0.039999999999999994
recency     - lr S+T,p@50,49,0.0,0.0,0.0
recency     - lr S+T,p@100,25,0.01,0.03,-0.019999999999999997
recency     - lr S+T,p@100,26,0.0,0.0,0.0
recency     - lr S+T,p@100,27,0.01,0.0,0.01
recency     - lr S+T,p@100,28,0.0,0.03,-0.03
recency     - lr S+T,p@100,29,0.02,0.01,0.01
recency     - lr S+T,p@100,30,0.02,0.03,-0.009999999999999998
recency     - lr S+T,p@100,31,0.02,0.01,0.01
recency     - lr S+T,p@100,32,0.0,0.0,0.0
recency     - lr S+T,p@100,33,0.0,0.0,0.0
recency     - lr S+T,p@100,34,0.01,0.0,0.01
recency     - lr S+T,p@100,35,0.0,0.0,0.0
recency     - lr S+T,p@100,36,0.01,0.0,0.01
recency     - lr S+T,p@100,37,0.01,0.0,0.01
recency     - lr S+T,p@100,38,0.0,0.0,0.0
recency     - lr S+T,p@100,39,0.02,0.03,-0.009999999999999998
recency     - lr S+T,p@100,40,0.03,0.04,-0.010000000000000002
recency     - lr S+T,p@100,41,0.0,0.0,0.0
recency     - lr S+T,p@100,42,0.03,0.0,0.03
recency     - lr S+T,p@100,43,0.0,0.01,-0.01
recency     - lr S+T,p@100,44,0.03,0.01,0.019999999999999997
recency     - lr S+T,p@100,45,0.03,0.03,0.0
recency     - lr S+T,p@100,46,0.0,0.01,-0.01
recency     - lr S+T,p@100,47,0.0,0.0,0.0
recency     - lr S+T,p@100,48,0.04,0.02,0.02
recency     - lr S+T,p@100,49,0.0,0.0,0.0
victim_risk - rf S+T,roc_auc,25,0.6971352135213521,0.9371577157715772,-0.24002250225022514
victim_risk - rf S+T,roc_auc,26,0.6142275670675301,0.886115625338567,-0.2718880582710369
victim_risk - rf S+T,roc_auc,27,0.8018260143394751,0.9499783779482466,-0.1481523636087715
victim_risk - rf S+T,roc_auc,28,0.7653131303028787,0.9495127602473704,-0.18419962994449168
victim_risk - rf S+T,roc_auc,29,0.7389161576251221,0.9736898564825496,-0.2347736988574275
victim_risk - rf S+T,roc_auc,30,0.7913477157686752,0.924688299609544,-0.13334058384086878
victim_risk - rf S+T,roc_auc,31,0.9032016091526445,0.9317111087702464,-0.028509499617601963
victim_risk - rf S+T,roc_auc,32,0.6176309407735193,0.7815530388259706,-0.16392209805245128
victim_risk - rf S+T,roc_auc,33,0.5107885565422616,0.8707110784431378,-0.35992252190087615
victim_risk - rf S+T,roc_auc,34,0.6647797447041406,0.9452378971752536,-0.28045815247111305
victim_risk - rf S+T,roc_auc,35,0.5674960928797351,0.8325702434387325,-0.2650741505589974
victim_risk - rf S+T,roc_auc,36,0.5362436807444596,0.8682682114569166,-0.33202453071245697
victim_risk - rf S+T,roc_auc,37,0.635638390959774,0.9517177929448236,-0.3160794019850496
victim_risk - rf S+T,roc_auc,38,0.6274003700185009,0.8107737886894344,-0.18337341867093349
victim_risk - rf S+T,roc_auc,39,0.6789982261080887,0.96861561424914,-0.2896173881410513
victim_risk - rf S+T,roc_auc,40,0.8769099330671113,0.9645960697940896,-0.08768613672697834
victim_risk - rf S+T,roc_auc,41,0.6406851435531209,0.9804332079602096,-0.3397480644070887
victim_risk - rf S+T,roc_auc,42,0.7742323723561187,0.9671590945270464,-0.19292672217092766
victim_risk - rf S+T,roc_auc,43,0.6553202625626025,0.9571214668707704,-0.3018012043081679
victim_risk - rf S+T,roc_auc,44,0.6842745255250283,0.9130510534664684,-0.2287765279414401
victim_risk - rf S+T,roc_auc,45,0.885920712138931,0.9593404841200358,-0.07341977198110483
victim_risk - rf S+T,roc_auc,46,0.646065264075332,0.9414703398206552,-0.29540507574532315
victim_risk - rf S+T,roc_auc,47,0.7574558947073649,0.97607546238882,-0.21861956768145518
victim_risk - rf S+T,roc_auc,48,0.8154376610225977,0.960355909052152,-0.14491824802955422
victim_risk - rf S+T,roc_auc,49,0.5656221505586837,0.9083259065409006,-0.3427037559822169
victim_risk - rf S+T,pr_auc,25,0.00027347012797087565,0.0042700479955456,-0.003996577867574724
victim_risk - rf S+T,pr_auc,26,0.00014896350702442554,0.0030392365093422,-0.0028902730023177745
victim_risk - rf S+T,pr_auc,27,0.0015501421834976283,0.0055179480919101,-0.003967805908412472
victim_risk - rf S+T,pr_auc,28,0.006011797144809933,0.0140821711320156,-0.008070373987205667
victim_risk - rf S+T,pr_auc,29,0.0017704704389016248,0.0063563328380791,-0.004585862399177475
victim_risk - rf S+T,pr_auc,30,0.0009777488336562392,0.0109350049316985,-0.00995725609804226
victim_risk - rf S+T,pr_auc,31,0.0010110185239510878,0.0106115878355064,-0.009600569311555313
victim_risk - rf S+T,pr_auc,32,4.576822652713635e-05,9.596907172816304e-05,-5.0200845201026694e-05
victim_risk - rf S+T,pr_auc,33,6.355036469928145e-05,0.0002156376875684,-0.00015208732286911856
victim_risk - rf S+T,pr_auc,34,0.00012362312366728963,0.0021684411510492,-0.0020448180273819104
victim_risk - rf S+T,pr_auc,35,7.159046497787785e-05,0.0002546544204075,-0.00018306395542962213
victim_risk - rf S+T,pr_auc,36,0.00024183859923789278,0.0063820306218923,-0.006140192022654407
victim_risk - rf S+T,pr_auc,37,0.00018003240598043102,0.0043496669973894,-0.004169634591408969
victim_risk - rf S+T,pr_auc,38,9.195237201623936e-05,0.0004749610063903,-0.00038300863437406066
victim_risk - rf S+T,pr_auc,39,0.00022173862665361753,0.0329508153939024,-0.03272907676724878
victim_risk - rf S+T,pr_auc,40,0.0012811868091102397,0.0171849856578917,-0.01590379884878146
victim_risk - rf S+T,pr_auc,41,0.00030402169278463567,0.0044222623135939,-0.004118240620809264
victim_risk - rf S+T,pr_auc,42,0.0006232056435281105,0.0805662947675651,-0.079943089124037
victim_risk - rf S+T,pr_auc,43,0.0003221082638980445,0.0026550957765693,-0.002332987512671255
victim_risk - rf S+T,pr_auc,44,0.0010266141039513429,0.0116545954993221,-0.010627981395370757
victim_risk - rf S+T,pr_auc,45,0.0014108417558453378,0.0265844426494476,-0.025173600893602262
victim_risk - rf S+T,pr_auc,46,0.00040163276840123237,0.003174546766545,-0.002772913998143768
victim_risk - rf S+T,pr_auc,47,0.0006138813105470121,0.0046518648177069,-0.004037983507159888
victim_risk - rf S+T,pr_auc,48,0.002241346554202441,0.0899692420926689,-0.08772789553846647
victim_risk - rf S+T,pr_auc,49,0.0003801835459121609,0.0035963654597986,-0.003216181913886439
victim_risk - rf S+T,p@50,25,0.0,0.0,0.0
victim_risk - rf S+T,p@50,26,0.0,0.0,0.0
victim_risk - rf S+T,p@50,27,0.0,0.0,0.0
victim_risk - rf S+T,p@50,28,0.04,0.04,0.0
victim_risk - rf S+T,p@50,29,0.02,0.02,0.0
victim_risk - rf S+T,p@50,30,0.0,0.04,-0.04
victim_risk - rf S+T,p@50,31,0.0,0.06,-0.06
victim_risk - rf S+T,p@50,32,0.0,0.0,0.0
victim_risk - rf S+T,p@50,33,0.0,0.0,0.0
victim_risk - rf S+T,p@50,34,0.0,0.0,0.0
victim_risk - rf S+T,p@50,35,0.0,0.0,0.0
victim_risk - rf S+T,p@50,36,0.0,0.02,-0.02
victim_risk - rf S+T,p@50,37,0.0,0.0,0.0
victim_risk - rf S+T,p@50,38,0.0,0.0,0.0
victim_risk - rf S+T,p@50,39,0.0,0.06,-0.06
victim_risk - rf S+T,p@50,40,0.0,0.04,-0.04
victim_risk - rf S+T,p@50,41,0.0,0.0,0.0
victim_risk - rf S+T,p@50,42,0.0,0.06,-0.06
victim_risk - rf S+T,p@50,43,0.0,0.0,0.0
victim_risk - rf S+T,p@50,44,0.0,0.04,-0.04
victim_risk - rf S+T,p@50,45,0.0,0.04,-0.04
victim_risk - rf S+T,p@50,46,0.0,0.0,0.0
victim_risk - rf S+T,p@50,47,0.0,0.0,0.0
victim_risk - rf S+T,p@50,48,0.0,0.14,-0.14
victim_risk - rf S+T,p@50,49,0.0,0.0,0.0
victim_risk - rf S+T,p@100,25,0.0,0.01,-0.01
victim_risk - rf S+T,p@100,26,0.0,0.02,-0.02
victim_risk - rf S+T,p@100,27,0.0,0.01,-0.01
victim_risk - rf S+T,p@100,28,0.03,0.03,0.0
victim_risk - rf S+T,p@100,29,0.01,0.02,-0.01
victim_risk - rf S+T,p@100,30,0.01,0.02,-0.01
victim_risk - rf S+T,p@100,31,0.0,0.03,-0.03
victim_risk - rf S+T,p@100,32,0.0,0.0,0.0
victim_risk - rf S+T,p@100,33,0.0,0.0,0.0
victim_risk - rf S+T,p@100,34,0.0,0.0,0.0
victim_risk - rf S+T,p@100,35,0.0,0.0,0.0
victim_risk - rf S+T,p@100,36,0.0,0.01,-0.01
victim_risk - rf S+T,p@100,37,0.0,0.01,-0.01
victim_risk - rf S+T,p@100,38,0.0,0.0,0.0
victim_risk - rf S+T,p@100,39,0.0,0.04,-0.04
victim_risk - rf S+T,p@100,40,0.0,0.05,-0.05
victim_risk - rf S+T,p@100,41,0.0,0.01,-0.01
victim_risk - rf S+T,p@100,42,0.0,0.04,-0.04
victim_risk - rf S+T,p@100,43,0.0,0.0,0.0
victim_risk - rf S+T,p@100,44,0.0,0.02,-0.02
victim_risk - rf S+T,p@100,45,0.0,0.02,-0.02
victim_risk - rf S+T,p@100,46,0.0,0.0,0.0
victim_risk - rf S+T,p@100,47,0.0,0.0,0.0
victim_risk - rf S+T,p@100,48,0.0,0.07,-0.07
victim_risk - rf S+T,p@100,49,0.0,0.0,0.0
issuer_risk - rf S+T,roc_auc,25,0.7877281478147815,0.9371577157715772,-0.14942956795679574
issuer_risk - rf S+T,roc_auc,26,0.8807237209457377,0.886115625338567,-0.0053919043928293275
issuer_risk - rf S+T,roc_auc,27,0.8721162716321073,0.9499783779482466,-0.07786210631613932
issuer_risk - rf S+T,roc_auc,28,0.6953177143238152,0.9495127602473704,-0.25419504592355524
issuer_risk - rf S+T,roc_auc,29,0.7802482355885463,0.9736898564825496,-0.1934416208940033
issuer_risk - rf S+T,roc_auc,30,0.7899174370777383,0.924688299609544,-0.1347708625318057
issuer_risk - rf S+T,roc_auc,31,0.5083804925247284,0.9317111087702464,-0.42333061624551804
issuer_risk - rf S+T,roc_auc,32,0.38911872796819924,0.7815530388259706,-0.39243431085777136
issuer_risk - rf S+T,roc_auc,33,0.7612598253930156,0.8707110784431378,-0.10945125305012215
issuer_risk - rf S+T,roc_auc,34,0.775093539235567,0.9452378971752536,-0.17014435793968663
issuer_risk - rf S+T,roc_auc,35,0.7154558066224092,0.8325702434387325,-0.11711443681632339
issuer_risk - rf S+T,roc_auc,36,0.7905552756720537,0.8682682114569166,-0.07771293578486282
issuer_risk - rf S+T,roc_auc,37,0.873758343958599,0.9517177929448236,-0.07795944898622464
issuer_risk - rf S+T,roc_auc,38,0.45423821191059555,0.8107737886894344,-0.35653557677883885
issuer_risk - rf S+T,roc_auc,39,0.8773236233898711,0.96861561424914,-0.09129199085926887
issuer_risk - rf S+T,roc_auc,40,0.7352987150326258,0.9645960697940896,-0.22929735476146385
issuer_risk - rf S+T,roc_auc,41,0.8077439812852445,0.9804332079602096,-0.1726892266749651
issuer_risk - rf S+T,roc_auc,42,0.8651177807316375,0.9671590945270464,-0.10204131379540893
issuer_risk - rf S+T,roc_auc,43,0.7933347195185634,0.9571214668707704,-0.163786747352207
issuer_risk - rf S+T,roc_auc,44,0.773008181231313,0.9130510534664684,-0.14004287223515544
issuer_risk - rf S+T,roc_auc,45,0.7293684245361638,0.9593404841200358,-0.229972059583872
issuer_risk - rf S+T,roc_auc,46,0.8573839335453842,0.9414703398206552,-0.08408640627527098
issuer_risk - rf S+T,roc_auc,47,0.8061834086757078,0.97607546238882,-0.16989205371311222
issuer_risk - rf S+T,roc_auc,48,0.8053868972815847,0.960355909052152,-0.1549690117705672
issuer_risk - rf S+T,roc_auc,49,0.7612477268863623,0.9083259065409006,-0.1470781796545383
issuer_risk - rf S+T,pr_auc,25,0.001420929208782746,0.0042700479955456,-0.002849118786762854
issuer_risk - rf S+T,pr_auc,26,0.0014888282668677132,0.0030392365093422,-0.001550408242474487
issuer_risk - rf S+T,pr_auc,27,0.0013665831166793502,0.0055179480919101,-0.00415136497523075
issuer_risk - rf S+T,pr_auc,28,0.0004887677888257096,0.0140821711320156,-0.013593403343189892
issuer_risk - rf S+T,pr_auc,29,0.0008802733503165942,0.0063563328380791,-0.005476059487762506
issuer_risk - rf S+T,pr_auc,30,0.0003802230873653468,0.0109350049316985,-0.010554781844333153
issuer_risk - rf S+T,pr_auc,31,0.000789612048561639,0.0106115878355064,-0.009821975786944761
issuer_risk - rf S+T,pr_auc,32,8.669172102604059e-05,9.596907172816304e-05,-9.277350702122453e-06
issuer_risk - rf S+T,pr_auc,33,0.00020476566169639533,0.0002156376875684,-1.0872025872004666e-05
issuer_risk - rf S+T,pr_auc,34,0.0001685280822411399,0.0021684411510492,-0.0019999130688080602
issuer_risk - rf S+T,pr_auc,35,0.0001628341989847773,0.0002546544204075,-9.182022142272268e-05
issuer_risk - rf S+T,pr_auc,36,0.0005914187265817331,0.0063820306218923,-0.005790611895310567
issuer_risk - rf S+T,pr_auc,37,0.00025920356446954186,0.0043496669973894,-0.004090463432919858
issuer_risk - rf S+T,pr_auc,38,0.00019713854585938061,0.0004749610063903,-0.0002778224605309194
issuer_risk - rf S+T,pr_auc,39,0.0011651417317628265,0.0329508153939024,-0.03178567366213957
issuer_risk - rf S+T,pr_auc,40,0.0019452555173826989,0.0171849856578917,-0.015239730140509
issuer_risk - rf S+T,pr_auc,41,0.0012845863635479536,0.0044222623135939,-0.003137675950045946
issuer_risk - rf S+T,pr_auc,42,0.0008465618643010853,0.0805662947675651,-0.07971973290326402
issuer_risk - rf S+T,pr_auc,43,0.0007788563584439684,0.0026550957765693,-0.0018762394181253315
issuer_risk - rf S+T,pr_auc,44,0.0014440396479132704,0.0116545954993221,-0.010210555851408828
issuer_risk - rf S+T,pr_auc,45,0.0006495152103245175,0.0265844426494476,-0.02593492743912308
issuer_risk - rf S+T,pr_auc,46,0.0007581620157142757,0.003174546766545,-0.0024163847508307246
issuer_risk - rf S+T,pr_auc,47,0.0005268285192120905,0.0046518648177069,-0.004125036298494809
issuer_risk - rf S+T,pr_auc,48,0.001630583580667749,0.0899692420926689,-0.08833865851200115
issuer_risk - rf S+T,pr_auc,49,0.0012675930127394627,0.0035963654597986,-0.0023287724470591373
issuer_risk - rf S+T,p@50,25,0.0,0.0,0.0
issuer_risk - rf S+T,p@50,26,0.02,0.0,0.02
issuer_risk - rf S+T,p@50,27,0.0,0.0,0.0
issuer_risk - rf S+T,p@50,28,0.0,0.04,-0.04
issuer_risk - rf S+T,p@50,29,0.0,0.02,-0.02
issuer_risk - rf S+T,p@50,30,0.0,0.04,-0.04
issuer_risk - rf S+T,p@50,31,0.0,0.06,-0.06
issuer_risk - rf S+T,p@50,32,0.0,0.0,0.0
issuer_risk - rf S+T,p@50,33,0.0,0.0,0.0
issuer_risk - rf S+T,p@50,34,0.0,0.0,0.0
issuer_risk - rf S+T,p@50,35,0.0,0.0,0.0
issuer_risk - rf S+T,p@50,36,0.0,0.02,-0.02
issuer_risk - rf S+T,p@50,37,0.0,0.0,0.0
issuer_risk - rf S+T,p@50,38,0.0,0.0,0.0
issuer_risk - rf S+T,p@50,39,0.0,0.06,-0.06
issuer_risk - rf S+T,p@50,40,0.0,0.04,-0.04
issuer_risk - rf S+T,p@50,41,0.0,0.0,0.0
issuer_risk - rf S+T,p@50,42,0.0,0.06,-0.06
issuer_risk - rf S+T,p@50,43,0.0,0.0,0.0
issuer_risk - rf S+T,p@50,44,0.0,0.04,-0.04
issuer_risk - rf S+T,p@50,45,0.0,0.04,-0.04
issuer_risk - rf S+T,p@50,46,0.0,0.0,0.0
issuer_risk - rf S+T,p@50,47,0.0,0.0,0.0
issuer_risk - rf S+T,p@50,48,0.0,0.14,-0.14
issuer_risk - rf S+T,p@50,49,0.0,0.0,0.0
issuer_risk - rf S+T,p@100,25,0.0,0.01,-0.01
issuer_risk - rf S+T,p@100,26,0.01,0.02,-0.01
issuer_risk - rf S+T,p@100,27,0.0,0.01,-0.01
issuer_risk - rf S+T,p@100,28,0.0,0.03,-0.03
issuer_risk - rf S+T,p@100,29,0.0,0.02,-0.02
issuer_risk - rf S+T,p@100,30,0.0,0.02,-0.02
issuer_risk - rf S+T,p@100,31,0.0,0.03,-0.03
issuer_risk - rf S+T,p@100,32,0.0,0.0,0.0
issuer_risk - rf S+T,p@100,33,0.0,0.0,0.0
issuer_risk - rf S+T,p@100,34,0.0,0.0,0.0
issuer_risk - rf S+T,p@100,35,0.0,0.0,0.0
issuer_risk - rf S+T,p@100,36,0.0,0.01,-0.01
issuer_risk - rf S+T,p@100,37,0.0,0.01,-0.01
issuer_risk - rf S+T,p@100,38,0.0,0.0,0.0
issuer_risk - rf S+T,p@100,39,0.0,0.04,-0.04
issuer_risk - rf S+T,p@100,40,0.0,0.05,-0.05
issuer_risk - rf S+T,p@100,41,0.0,0.01,-0.01
issuer_risk - rf S+T,p@100,42,0.0,0.04,-0.04
issuer_risk - rf S+T,p@100,43,0.0,0.0,0.0
issuer_risk - rf S+T,p@100,44,0.0,0.02,-0.02
issuer_risk - rf S+T,p@100,45,0.0,0.02,-0.02
issuer_risk - rf S+T,p@100,46,0.0,0.0,0.0
issuer_risk - rf S+T,p@100,47,0.0,0.0,0.0
issuer_risk - rf S+T,p@100,48,0.0,0.07,-0.07
issuer_risk - rf S+T,p@100,49,0.0,0.0,0.0
structural_h - rf S,roc_auc,25,0.8826771427142714,0.8954011651165117,-0.012724022402240243
structural_h - rf S,roc_auc,26,0.8477565817436308,0.9177241626455318,-0.06996758090190103
structural_h - rf S,roc_auc,27,0.7585299483353629,0.8826719420559451,-0.12414199372058221
structural_h - rf S,roc_auc,28,0.7627964194629194,0.8930859628944341,-0.13028954343151466
structural_h - rf S,roc_auc,29,0.7787086691721679,0.9511720159188144,-0.17246334674664654
structural_h - rf S,roc_auc,30,0.7699731838371543,0.9158842904717616,-0.14591110663460727
structural_h - rf S,roc_auc,31,0.9115542747835592,0.9429595458263772,-0.031405271042817984
structural_h - rf S,roc_auc,32,0.800286507162679,0.7583309582739568,0.041955548888722216
structural_h - rf S,roc_auc,33,0.709891208148326,0.7877393220728829,-0.07784811392455693
structural_h - rf S,roc_auc,34,0.8157171371698171,0.9394530335532092,-0.12373589638339211
structural_h - rf S,roc_auc,35,0.6945720890773418,0.6866275649070875,0.007944524170254263
structural_h - rf S,roc_auc,36,0.6978781740039204,0.7917749044923594,-0.09389673048843905
structural_h - rf S,roc_auc,37,0.8471556788919723,0.9503207580189504,-0.10316507912697814
structural_h - rf S,roc_auc,38,0.656876343817191,0.7860515525776288,-0.12917520876043787
structural_h - rf S,roc_auc,39,0.7672096580226418,0.980486563925114,-0.21327690590247217
structural_h - rf S,roc_auc,40,0.7332952954858896,0.9557575235174244,-0.22246222803153481
structural_h - rf S,roc_auc,41,0.7279789083416945,0.9048687606303352,-0.17688985228864063
structural_h - rf S,roc_auc,42,0.6589346737134791,0.851047536799431,-0.19211286308595188
structural_h - rf S,roc_auc,43,0.7772773768595496,0.8267895830569925,-0.0495122061974429
structural_h - rf S,roc_auc,44,0.783687877511066,0.8932131606423674,-0.1095252831313015
structural_h - rf S,roc_auc,45,0.9089596288708178,0.9458516368631265,-0.03689200799230863
structural_h - rf S,roc_auc,46,0.6679526748971193,0.8425094793969127,-0.17455680449979338
structural_h - rf S,roc_auc,47,0.7222983424677628,0.9451684202104252,-0.22287007774266243
structural_h - rf S,roc_auc,48,0.8382768861413148,0.9035617097945764,-0.0652848236532616
structural_h - rf S,roc_auc,49,0.7723949988924206,0.8743824600627457,-0.10198746117032509
structural_h - rf S,pr_auc,25,0.005156856908275663,0.0217327862226574,-0.01657592931438174
structural_h - rf S,pr_auc,26,0.0006683040136552557,0.0027920655915092,-0.0021237615778539444
structural_h - rf S,pr_auc,27,0.0019668535443852905,0.0018813744316862,8.547911269909058e-05
structural_h - rf S,pr_auc,28,0.008919255382933217,0.0047497305549155,0.004169524828017718
structural_h - rf S,pr_auc,29,0.0035534054673532997,0.0043449297342741,-0.0007915242669208002
structural_h - rf S,pr_auc,30,0.004700455030473016,0.0037212894308631,0.0009791655996099157
structural_h - rf S,pr_auc,31,0.006266308387139758,0.0098585411137781,-0.0035922327266383423
structural_h - rf S,pr_auc,32,0.00010590392395455919,5.897964703318254e-05,4.692427692137665e-05
structural_h - rf S,pr_auc,33,0.00016342209959781286,0.0002843440649523,-0.00012092196535448715
structural_h - rf S,pr_auc,34,0.002002698409016373,0.002266237559826,-0.0002635391508096271
structural_h - rf S,pr_auc,35,8.470619475779337e-05,0.000110217660627,-2.5511465869206622e-05
structural_h - rf S,pr_auc,36,0.00038621858648203716,0.0005757069096466,-0.0001894883231645628
structural_h - rf S,pr_auc,37,0.00015275901964255162,0.0005539337874026,-0.00040117476776004837
structural_h - rf S,pr_auc,38,0.00010360840771902913,0.0004010497723101,-0.00029744136459107084
structural_h - rf S,pr_auc,39,0.05791118359867623,0.0072253330596805,0.050685850538995735
structural_h - rf S,pr_auc,40,0.019769749074304156,0.0073254717163321,0.012444277357972057
